t,Entrada,Converte_5,Media_Atual_5,Converte_6,Media_Atual_6,Converte_7,Media_Atual_7,Converte_8,Media_Atual_8,Converte_9,Media_Atual_9,Converte_A,Media_Atual_A,Converte_B,Media_Atual_B,Converte_C,Media_Atual_C,Media_2,Media,,,,PEARSON,DIFF_PEARSON,,,,,RATING1,RATING2,RATING3,,,
12,"7,27",1,"0,5833333333",1,"0,4166666667",1,"0,4166666667",1,"0,25",0,"0,1666666667",0,0,0,0,0,0,1,,,,,,,,,,,,,,,,
13,"1,03",1,"0,6153846154",1,"0,4615384615",1,"0,4615384615",1,"0,3076923077",1,"0,2307692308",0,0,0,0,0,0,1,,,,,,,,,,,,,,,,
14,"1,56",0,"0,5714285714",0,"0,4285714286",0,"0,4285714286",0,"0,2857142857",0,"0,2142857143",0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
15,"3,07",0,"0,5333333333",0,"0,4",0,"0,4",0,"0,2666666667",0,"0,2",0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
16,"6,39",1,"0,5625",1,"0,4375",1,"0,4375",0,"0,25",0,"0,1875",0,0,0,0,0,0,1,,,,,,,,,,,,,,,,
17,"1,95",1,"0,5882352941",1,"0,4705882353",1,"0,4705882353",1,"0,2941176471",1,"0,2352941176",0,0,0,0,0,0,1,,,,,,,,,,,,,,,,
18,"34,36",1,"0,6111111111",0,"0,4444444444",0,"0,4444444444",0,"0,2777777778",0,"0,2222222222",0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
19,"7,8",1,"0,6315789474",1,"0,4736842105",1,"0,4736842105",1,"0,3157894737",1,"0,2631578947",1,"0,05263157895",1,"0,05263157895",0,0,1,,,,,,,,,,,,,,,,
20,"1,02",1,"0,65",1,"0,5",1,"0,5",1,"0,35",1,"0,3",0,"0,05",0,"0,05",0,0,1,,,,,,,,,,,,,,,,
21,"1,02",0,"0,619047619",0,"0,4761904762",0,"0,4761904762",0,"0,3333333333",0,"0,2857142857",0,"0,04761904762",0,"0,04761904762",0,0,0,,,,,,,,,,,,,,,,
22,"5,65",0,"0,5909090909",0,"0,4545454545",0,"0,4545454545",0,"0,3181818182",0,"0,2727272727",0,"0,04545454545",0,"0,04545454545",0,0,0,,,,,,,,,,,,,,,,
23,"1,72",1,"0,6086956522",1,"0,4782608696",1,"0,4782608696",1,"0,347826087",0,"0,2608695652",0,"0,04347826087",0,"0,04347826087",0,0,1,,,,,,,,,,,,,,,,
24,"11,46",0,"0,5833333333",0,"0,4583333333",0,"0,4583333333",0,"0,3333333333",0,"0,25",0,"0,04166666667",0,"0,04166666667",0,0,0,,,,,,,,,,,,,,,,
25,"2,54",1,"0,6",1,"0,48",1,"0,48",1,"0,36",1,"0,28",1,"0,08",0,"0,04",0,0,1,,,,,,,,,,,,,,,,
26,"2,48",1,"0,6153846154",1,"0,5",0,"0,4615384615",0,"0,3461538462",0,"0,2692307692",0,"0,07692307692",0,"0,03846153846",0,0,1,,,,,,,,,,,,,,,,
27,"1,35",1,"0,6296296296",1,"0,5185185185",0,"0,4444444444",0,"0,3333333333",0,"0,2592592593",0,"0,07407407407",0,"0,03703703704",0,0,1,,,,,,,,,,,,,,,,
28,"4,56",0,"0,6071428571",0,"0,5",0,"0,4285714286",0,"0,3214285714",0,"0,25",0,"0,07142857143",0,"0,03571428571",0,0,0,,,,,,,,,,,,,,,,
29,"3,25",1,"0,6206896552",1,"0,5172413793",1,"0,4482758621",1,"0,3448275862",0,"0,2413793103",0,"0,06896551724",0,"0,03448275862",0,0,1,,,,,,,,,,,,,,,,
30,"2,83",1,"0,6333333333",1,"0,5333333333",1,"0,4666666667",0,"0,3333333333",0,"0,2333333333",0,"0,06666666667",0,"0,03333333333",0,0,1,,,,,,,,,,,,,,,,
31,"1,07",1,"0,6451612903",1,"0,5483870968",1,"0,4838709677",0,"0,3225806452",0,"0,2258064516",0,"0,06451612903",0,"0,03225806452",0,0,1,,,,,,,,,,,,,,,,
32,"2,82",0,"0,625",0,"0,53125",0,"0,46875",0,"0,3125",0,"0,21875",0,"0,0625",0,"0,03125",0,0,0,,,,,,,,,,,,,,,,
33,"1,65",1,"0,6363636364",1,"0,5454545455",1,"0,4848484848",0,"0,303030303",0,"0,2121212121",0,"0,06060606061",0,"0,0303030303",0,0,1,,,,,,,,,,,,,,,,
34,"1,3",0,"0,6176470588",0,"0,5294117647",0,"0,4705882353",0,"0,2941176471",0,"0,2058823529",0,"0,05882352941",0,"0,02941176471",0,0,0,,,,,,,,,,,,,,,,
35,"12,75",0,"0,6",0,"0,5142857143",0,"0,4571428571",0,"0,2857142857",0,"0,2",0,"0,05714285714",0,"0,02857142857",0,0,0,,,,,,,,,,,,,,,,
36,1,1,"0,6111111111",1,"0,5277777778",1,"0,4722222222",1,"0,3055555556",1,"0,2222222222",1,"0,08333333333",0,"0,02777777778",0,0,1,,,,,,,,,,,,,,,,
37,"1,21",0,"0,5945945946",0,"0,5135135135",0,"0,4594594595",0,"0,2972972973",0,"0,2162162162",0,"0,08108108108",0,"0,02702702703",0,0,0,,,,,,,,,,,,,,,,
38,"4,75",0,"0,5789473684",0,"0,5",0,"0,4473684211",0,"0,2894736842",0,"0,2105263158",0,"0,07894736842",0,"0,02631578947",0,0,0,,,,,,,,,,,,,,,,
39,"1,25",1,"0,5897435897",1,"0,5128205128",1,"0,4615384615",1,"0,3076923077",0,"0,2051282051",0,"0,07692307692",0,"0,02564102564",0,0,1,,,,,,,,,,,,,,,,
40,"6,11",0,"0,575",0,"0,5",0,"0,45",0,"0,3",0,"0,2",0,"0,075",0,"0,025",0,0,0,,,,,,,,,,,,,,,,
41,"15,14",1,"0,5853658537",1,"0,512195122",1,"0,4634146341",1,"0,3170731707",1,"0,2195121951",0,"0,07317073171",0,"0,0243902439",0,0,1,,,,,,,,,,,,,,,,
42,"1,96",1,"0,5952380952",1,"0,5238095238",1,"0,4761904762",1,"0,3333333333",1,"0,2380952381",1,"0,09523809524",0,"0,02380952381",0,0,1,,,,,,,,,,,,,,,,
43,"1,13",1,"0,6046511628",0,"0,511627907",0,"0,4651162791",0,"0,3255813953",0,"0,2325581395",0,"0,09302325581",0,"0,02325581395",0,0,0,,,,,,,,,,,,,,,,
44,"1,43",0,"0,5909090909",0,"0,5",0,"0,4545454545",0,"0,3181818182",0,"0,2272727273",0,"0,09090909091",0,"0,02272727273",0,0,0,,,,,,,,,,,,,,,,
45,"3,46",0,"0,5777777778",0,"0,4888888889",0,"0,4444444444",0,"0,3111111111",0,"0,2222222222",0,"0,08888888889",0,"0,02222222222",0,0,0,,,,,,,,,,,,,,,,
46,"1,03",1,"0,5869565217",1,"0,5",1,"0,4565217391",0,"0,3043478261",0,"0,2173913043",0,"0,08695652174",0,"0,02173913043",0,0,1,,,,,,,,,,,,,,,,
47,"8,04",0,"0,5744680851",0,"0,4893617021",0,"0,4468085106",0,"0,2978723404",0,"0,2127659574",0,"0,08510638298",0,"0,02127659574",0,0,0,,,,,,,,,,,,,,,,
48,"1,04",1,"0,5833333333",1,"0,5",1,"0,4583333333",1,"0,3125",1,"0,2291666667",0,"0,08333333333",0,"0,02083333333",0,0,1,,,,,,,,,,,,,,,,
49,"1,09",0,"0,5714285714",0,"0,4897959184",0,"0,4489795918",0,"0,306122449",0,"0,2244897959",0,"0,08163265306",0,"0,02040816327",0,0,0,,,,,,,,,,,,,,,,
50,"8,35",0,"0,56",0,"0,48",0,"0,44",0,"0,3",0,"0,22",0,"0,08",0,"0,02",0,0,0,,,,,,,,,,,,,,,,
51,10,1,"0,568627451",1,"0,4901960784",1,"0,4509803922",1,"0,3137254902",1,"0,2352941176",0,"0,07843137255",0,"0,01960784314",0,0,1,,,,,,,,,,,,,,,,
52,"1,18",1,"0,5769230769",1,"0,5",1,"0,4615384615",1,"0,3269230769",1,"0,25",1,"0,09615384615",0,"0,01923076923",0,0,1,,,,,,,,,,,,,,,,
53,"1,77",0,"0,5660377358",0,"0,4905660377",0,"0,4528301887",0,"0,320754717",0,"0,2452830189",0,"0,09433962264",0,"0,01886792453",0,0,0,,,,,,,,,,,,,,,,
54,"25,51",1,"0,5740740741",0,"0,4814814815",0,"0,4444444444",0,"0,3148148148",0,"0,2407407407",0,"0,09259259259",0,"0,01851851852",0,0,0,,,,,,,,,,,,,,,,
55,"2,01",1,"0,5818181818",1,"0,4909090909",1,"0,4545454545",1,"0,3272727273",1,"0,2545454545",1,"0,1090909091",1,"0,03636363636",0,0,1,,,,,,,,,,,,,,,,
56,"1,3",1,"0,5892857143",0,"0,4821428571",0,"0,4464285714",0,"0,3214285714",0,"0,25",0,"0,1071428571",0,"0,03571428571",0,0,1,,,,,,,,,,,,,,,,
57,"1,01",0,"0,5789473684",0,"0,4736842105",0,"0,4385964912",0,"0,3157894737",0,"0,2456140351",0,"0,1052631579",0,"0,0350877193",0,0,0,,,,,,,,,,,,,,,,
58,1,0,"0,5689655172",0,"0,4655172414",0,"0,4310344828",0,"0,3103448276",0,"0,2413793103",0,"0,1034482759",0,"0,03448275862",0,0,0,,,,,,,,,,,,,,,,
59,"2,41",0,"0,5593220339",0,"0,4576271186",0,"0,4237288136",0,"0,3050847458",0,"0,2372881356",0,"0,1016949153",0,"0,03389830508",0,0,0,,,,,,,,,,,,,,,,
60,"1,7",1,"0,5666666667",1,"0,4666666667",0,"0,4166666667",0,"0,3",0,"0,2333333333",0,"0,1",0,"0,03333333333",0,0,1,,,,,,,,,,,,,,,,
61,"1,3",0,"0,5573770492",0,"0,4590163934",0,"0,4098360656",0,"0,2950819672",0,"0,2295081967",0,"0,09836065574",0,"0,03278688525",0,0,0,"0,5","0,5040817004",,,,,,,,,,,,,,
62,"21,59",0,"0,5483870968",0,"0,4516129032",0,"0,4032258065",0,"0,2903225806",0,"0,2258064516",0,"0,09677419355",0,"0,03225806452",0,0,0,"0,5","0,5040817004",,,,,,,,,,,,,,
63,"1,21",1,"0,5555555556",1,"0,4603174603",1,"0,4126984127",1,"0,3015873016",1,"0,2380952381",1,"0,1111111111",1,"0,04761904762",0,0,1,"0,4833333333","0,5040817004",,,,,,,,,,,,,,
64,"1,32",0,"0,546875",0,"0,453125",0,"0,40625",0,"0,296875",0,"0,234375",0,"0,109375",0,"0,046875",0,0,0,"0,5","0,5040817004",,,,,,,,,,,,,,
65,"1,47",0,"0,5384615385",0,"0,4461538462",0,"0,4",0,"0,2923076923",0,"0,2307692308",0,"0,1076923077",0,"0,04615384615",0,0,0,"0,5","0,5040817004",,,,,,,,,,,,,,
66,"1,9",0,"0,5303030303",0,"0,4393939394",0,"0,3939393939",0,"0,2878787879",0,"0,2272727273",0,"0,1060606061",0,"0,04545454545",0,0,0,"0,4833333333","0,5035393853",,,,,,,,,,,,,,
67,"3,63",1,"0,5373134328",0,"0,4328358209",0,"0,3880597015",0,"0,2835820896",0,"0,223880597",0,"0,1044776119",0,"0,0447761194",0,0,0,"0,4666666667","0,5024529992",,,,,,,,,"-0,03333333333",,,,,
68,"3,65",1,"0,5441176471",1,"0,4411764706",1,"0,3970588235",0,"0,2794117647",0,"0,2205882353",0,"0,1029411765",0,"0,04411764706",0,0,1,"0,4666666667","0,5035393853",,,,,,,,,"-0,03333333333",,,,,
69,1,1,"0,5507246377",1,"0,4492753623",1,"0,4057971014",0,"0,2753623188",0,"0,2173913043",0,"0,1014492754",0,"0,04347826087",0,0,1,"0,4833333333","0,5040817004",,,,,,,,,0,,,,,
70,"4,93",0,"0,5428571429",0,"0,4428571429",0,"0,4",0,"0,2714285714",0,"0,2142857143",0,"0,1",0,"0,04285714286",0,0,0,"0,4833333333","0,5035393853",,,,,,,,,"-0,01666666667",,,,,
71,"1,2",1,"0,5492957746",1,"0,4507042254",1,"0,4084507042",1,"0,2816901408",0,"0,2112676056",0,"0,0985915493",0,"0,04225352113",0,0,1,"0,4666666667","0,5035393853",,,,,,,,,"-0,03333333333",,,,,
72,"2,2",0,"0,5416666667",0,"0,4444444444",0,"0,4027777778",0,"0,2777777778",0,"0,2083333333",0,"0,09722222222",0,"0,04166666667",0,0,0,"0,4833333333","0,5035393853",,,,,,,,,0,,,,,
73,1,1,"0,5479452055",1,"0,4520547945",0,"0,397260274",0,"0,2739726027",0,"0,2054794521",0,"0,09589041096",0,"0,04109589041",0,0,1,"0,4666666667","0,5035393853",,,,,,,,,0,"-0,03333333333",,,,
74,"2,43",0,"0,5405405405",0,"0,4459459459",0,"0,3918918919",0,"0,2702702703",0,"0,2027027027",0,"0,09459459459",0,"0,04054054054",0,0,0,"0,4666666667","0,5024529992",,,,,,,,,0,"-0,03333333333",,,,
75,"2,59",1,"0,5466666667",1,"0,4533333333",0,"0,3866666667",0,"0,2666666667",0,"0,2",0,"0,09333333333",0,"0,04",0,0,1,"0,4666666667","0,5035393853",,,,,,,,,"-0,01666666667","-0,01666666667",,,,
76,"2,32",1,"0,5526315789",1,"0,4605263158",0,"0,3815789474",0,"0,2631578947",0,"0,1973684211",0,"0,09210526316",0,"0,03947368421",0,0,1,"0,4833333333","0,5040817004",,,,,,,,,0,"-0,01666666667",,,,
77,"6,01",1,"0,5584415584",1,"0,4675324675",0,"0,3766233766",0,"0,2597402597",0,"0,1948051948",0,"0,09090909091",0,"0,03896103896",0,0,1,"0,4833333333","0,5040817004",,,,,,,,,"0,01666666667","-0,01666666667",,,,
78,"3,37",1,"0,5641025641",1,"0,4743589744",1,"0,3846153846",1,"0,2692307692",1,"0,2051282051",0,"0,08974358974",0,"0,03846153846",0,0,1,"0,4833333333","0,5040817004",,,,,,,,,0,0,,,,
79,"1,59",1,"0,5696202532",1,"0,4810126582",1,"0,3924050633",0,"0,2658227848",0,"0,2025316456",0,"0,08860759494",0,"0,03797468354",0,0,1,"0,5","0,5040817004",,,,,,,,,"0,03333333333","0,03333333333",,,,
80,"38,38",0,"0,5625",0,"0,475",0,"0,3875",0,"0,2625",0,"0,2",0,"0,0875",0,"0,0375",0,0,0,"0,5","0,5040817004",,,,,,,,,"0,03333333333","0,03333333333",,,,
81,"1,27",1,"0,5679012346",1,"0,4814814815",1,"0,3950617284",1,"0,2716049383",1,"0,2098765432",1,"0,0987654321",1,"0,04938271605",0,0,1,"0,4833333333","0,5040817004",,,,,,,,,"0,01666666667",0,,,,
82,"1,64",0,"0,5609756098",0,"0,4756097561",0,"0,3902439024",0,"0,2682926829",0,"0,2073170732",0,"0,09756097561",0,"0,0487804878",0,0,0,"0,5","0,5040817004",,,,,,,,,"0,01666666667","0,01666666667",,,,
83,"5,4",0,"0,5542168675",0,"0,4698795181",0,"0,3855421687",0,"0,265060241",0,"0,2048192771",0,"0,09638554217",0,"0,04819277108",0,0,0,"0,5","0,5040817004",,,,,,,,,"0,01666666667","0,03333333333",,,,
84,"16,34",1,"0,5595238095",1,"0,4761904762",1,"0,3928571429",1,"0,2738095238",0,"0,2023809524",0,"0,09523809524",0,"0,04761904762",0,0,1,"0,4833333333","0,5040817004",,,,,,,,,0,0,"0,4833333333",,,
85,"1,8",1,"0,5647058824",1,"0,4823529412",1,"0,4",1,"0,2823529412",1,"0,2117647059",1,"0,1058823529",0,"0,04705882353",0,0,1,"0,5","0,5040817004",,,,,,,,,0,"0,03333333333",0,,,
86,"3,14",1,"0,5697674419",0,"0,476744186",0,"0,3953488372",0,"0,2790697674",0,"0,2093023256",0,"0,1046511628",0,"0,04651162791",0,0,0,"0,5","0,5040817004",,,,,,,,,0,"0,03333333333",0,,,
87,"1,59",1,"0,5747126437",1,"0,4827586207",1,"0,4022988506",0,"0,275862069",0,"0,2068965517",0,"0,1034482759",0,"0,04597701149",0,0,1,"0,4833333333","0,5040817004",,,,,,,,,0,"0,01666666667",0,,,
88,"1,15",0,"0,5681818182",0,"0,4772727273",0,"0,3977272727",0,"0,2727272727",0,"0,2045454545",0,"0,1022727273",0,"0,04545454545",0,0,0,"0,4833333333","0,5035393853",,,,,,,,,"-0,01666666667",0,"-0,01666666667",,,
89,"1,55",0,"0,5617977528",0,"0,4719101124",0,"0,393258427",0,"0,2696629213",0,"0,202247191",0,"0,1011235955",0,"0,04494382022",0,0,0,"0,4833333333","0,5035393853",,,,,,,,,"-0,01666666667",0,"-0,01666666667",,,
90,"8,07",0,"0,5555555556",0,"0,4666666667",0,"0,3888888889",0,"0,2666666667",0,"0,2",0,"0,1",0,"0,04444444444",0,0,0,"0,4666666667","0,5024529992",,,,,,,,,"-0,01666666667","-0,01666666667","-0,01666666667",,,
91,"1,19",1,"0,5604395604",1,"0,4725274725",1,"0,3956043956",1,"0,2747252747",1,"0,2087912088",0,"0,0989010989",0,"0,04395604396",0,0,1,"0,45","0,5024529992",,,,,,,,,"-0,05","-0,05","-0,01666666667",,,
92,"2,34",0,"0,5543478261",0,"0,4673913043",0,"0,3913043478",0,"0,2717391304",0,"0,2065217391",0,"0,09782608696",0,"0,04347826087",0,0,0,"0,45","0,5008190014",,,,,,,,,"-0,05","-0,05","-0,01666666667",,,
93,"1,02",1,"0,5591397849",1,"0,4731182796",0,"0,3870967742",0,"0,2688172043",0,"0,2043010753",0,"0,09677419355",0,"0,04301075269",0,0,1,"0,45","0,5024529992",,,,,,,,,"-0,03333333333","-0,03333333333","-0,03333333333",,,
94,"1,3",0,"0,5531914894",0,"0,4680851064",0,"0,3829787234",0,"0,2659574468",0,"0,2021276596",0,"0,09574468085",0,"0,04255319149",0,0,0,"0,45","0,5008190014",,,,,,,,,"-0,03333333333","-0,05","-0,03333333333",,,
95,"1,56",0,"0,5473684211",0,"0,4631578947",0,"0,3789473684",0,"0,2631578947",0,"0,2",0,"0,09473684211",0,"0,04210526316",0,0,0,"0,45","0,5008190014",,,,,,,,,"-0,03333333333","-0,05","-0,01666666667",,,
96,"1,18",0,"0,5416666667",0,"0,4583333333",0,"0,375",0,"0,2604166667",0,"0,1979166667",0,"0,09375",0,"0,04166666667",0,0,0,"0,45","0,5008190014",,,,,,,,,"-0,01666666667","-0,03333333333","-0,03333333333","0,45",,
97,"2,37",0,"0,5360824742",0,"0,4536082474",0,"0,3711340206",0,"0,2577319588",0,"0,1958762887",0,"0,09278350515",0,"0,0412371134",0,0,0,"0,4333333333","0,4986320084",,,,,,,,,"-0,01666666667","-0,06666666667","-0,03333333333","-0,06666666667",,
98,"1,41",1,"0,5408163265",1,"0,4591836735",0,"0,3673469388",0,"0,2551020408",0,"0,193877551",0,"0,09183673469",0,"0,04081632653",0,0,1,"0,4333333333","0,5008190014",,,,,,,,,"-0,01666666667","-0,06666666667","-0,03333333333","-0,06666666667",,
99,"1,16",0,"0,5353535354",0,"0,4545454545",0,"0,3636363636",0,"0,2525252525",0,"0,1919191919",0,"0,09090909091",0,"0,0404040404",0,0,0,"0,45","0,5008190014",,,,,,,,,0,"-0,03333333333","-0,01666666667","-0,03333333333",,
100,"1,01",0,"0,53",0,"0,45",0,"0,36",0,"0,25",0,"0,19",0,"0,09",0,"0,04",0,0,0,"0,4333333333","0,4986320084",,,,,,,,,"-0,01666666667","-0,05","-0,05","-0,06666666667",,
101,"9,08",0,"0,5247524752",0,"0,4455445545",0,"0,3564356436",0,"0,2475247525",0,"0,1881188119",0,"0,08910891089",0,"0,0396039604",0,0,0,"0,4333333333","0,4986320084",,,,,,,,,"-0,01666666667","-0,05","-0,05","-0,06666666667",,
102,"2,49",1,"0,5294117647",1,"0,4509803922",1,"0,362745098",1,"0,2549019608",1,"0,1960784314",0,"0,08823529412",0,"0,03921568627",0,0,1,"0,4166666667","0,4986320084",,,,,,,,,"-0,03333333333","-0,05","-0,06666666667","-0,06666666667",,
103,"1,46",1,"0,5339805825",1,"0,4563106796",0,"0,359223301",0,"0,2524271845",0,"0,1941747573",0,"0,08737864078",0,"0,03883495146",0,0,1,"0,4166666667","0,4986320084",,,,,,,,,"-0,01666666667","-0,03333333333","-0,08333333333","-0,05",,
104,"3,48",0,"0,5288461538",0,"0,4519230769",0,"0,3557692308",0,"0,25",0,"0,1923076923",0,"0,08653846154",0,"0,03846153846",0,0,0,"0,4333333333","0,4986320084",,,,,,,,,0,"-0,01666666667","-0,06666666667","-0,03333333333",,
105,"1,86",1,"0,5333333333",1,"0,4571428571",1,"0,3619047619",0,"0,2476190476",0,"0,1904761905",0,"0,08571428571",0,"0,0380952381",0,0,1,"0,4333333333","0,5008190014",,,,,,,,,"-0,01666666667","-0,01666666667","-0,05","-0,05",,
106,"1,09",1,"0,5377358491",0,"0,4528301887",0,"0,358490566",0,"0,2452830189",0,"0,1886792453",0,"0,08490566038",0,"0,03773584906",0,0,0,"0,45","0,5008190014",,,,,,,,,"0,01666666667",0,"-0,05","-0,03333333333",,
107,"6,96",0,"0,5327102804",0,"0,4485981308",0,"0,3551401869",0,"0,2429906542",0,"0,1869158879",0,"0,08411214953",0,"0,03738317757",0,0,0,"0,4333333333","0,4986320084",,,,,,,,,0,"-0,01666666667","-0,06666666667","-0,03333333333",,
108,"1,44",1,"0,537037037",1,"0,4537037037",1,"0,3611111111",1,"0,25",1,"0,1944444444",0,"0,08333333333",0,"0,03703703704",0,0,1,"0,4333333333","0,5008190014",,,,,,,,,"0,01666666667","-0,01666666667","-0,05","-0,05",,
109,"1,21",0,"0,5321100917",0,"0,4495412844",0,"0,3577981651",0,"0,247706422",0,"0,1926605505",0,"0,08256880734",0,"0,03669724771",0,0,0,"0,4333333333","0,4986320084",,,,,,,,,"0,01666666667",0,"-0,06666666667","-0,03333333333",,
110,"1,6",0,"0,5272727273",0,"0,4454545455",0,"0,3545454545",0,"0,2454545455",0,"0,1909090909",0,"0,08181818182",0,"0,03636363636",0,0,0,"0,4333333333","0,4986320084",,,,,,,,,0,0,"-0,06666666667","-0,03333333333",,
111,"1,72",0,"0,5225225225",0,"0,4414414414",0,"0,3513513514",0,"0,2432432432",0,"0,1891891892",0,"0,08108108108",0,"0,03603603604",0,0,0,"0,4333333333","0,4986320084",,,,,,,,,0,"-0,01666666667","-0,05","-0,03333333333",,
112,"3,08",0,"0,5178571429",0,"0,4375",0,"0,3482142857",0,"0,2410714286",0,"0,1875",0,"0,08035714286",0,"0,03571428571",0,0,0,"0,4166666667","0,4958847037",,,,,,,,,"-0,03333333333","-0,01666666667","-0,06666666667","-0,06666666667",,
113,"1,5",1,"0,5221238938",1,"0,4424778761",1,"0,3539823009",0,"0,2389380531",0,"0,185840708",0,"0,0796460177",0,"0,03539823009",0,0,1,"0,4","0,4958847037",,,,,,,,,"-0,03333333333","-0,03333333333","-0,08333333333","-0,08333333333",,
114,"8,42",0,"0,5175438596",0,"0,4385964912",0,"0,350877193",0,"0,2368421053",0,"0,1842105263",0,"0,07894736842",0,"0,0350877193",0,0,0,"0,4166666667","0,4958847037",,,,,,,,,"-0,01666666667",0,"-0,05","-0,06666666667",,
115,"1,49",1,"0,5217391304",1,"0,4434782609",1,"0,3565217391",1,"0,2434782609",1,"0,1913043478",0,"0,07826086957",0,"0,0347826087",0,0,1,"0,4166666667","0,4986320084",,,,,,,,,"-0,01666666667",0,"-0,03333333333","-0,08333333333",,
116,"4,67",0,"0,5172413793",0,"0,4396551724",0,"0,3534482759",0,"0,2413793103",0,"0,1896551724",0,"0,0775862069",0,"0,03448275862",0,0,0,"0,4166666667","0,4958847037",,,,,,,,,"-0,01666666667","-0,01666666667","-0,03333333333","-0,08333333333",,
117,"1,82",1,"0,5213675214",1,"0,4444444444",1,"0,358974359",1,"0,2478632479",0,"0,188034188",0,"0,07692307692",0,"0,03418803419",0,0,1,"0,4","0,4958847037",,,,,,,,,"-0,03333333333","-0,03333333333","-0,05","-0,08333333333",,
118,"8,85",1,"0,5254237288",0,"0,4406779661",0,"0,3559322034",0,"0,2457627119",0,"0,186440678",0,"0,07627118644",0,"0,03389830508",0,0,0,"0,4166666667","0,4958847037",,,,,,,,,0,"-0,03333333333","-0,03333333333","-0,08333333333","0,4166666667",
119,"1,2",1,"0,5294117647",1,"0,4453781513",1,"0,3613445378",1,"0,2521008403",1,"0,1932773109",0,"0,0756302521",0,"0,03361344538",0,0,1,"0,4166666667","0,4986320084",,,,,,,,,"0,01666666667","-0,01666666667","-0,03333333333","-0,08333333333","-0,08333333333",
120,"1,47",0,"0,525",0,"0,4416666667",0,"0,3583333333",0,"0,25",0,"0,1916666667",0,"0,075",0,"0,03333333333",0,0,0,"0,4333333333","0,4986320084",,,                                                    ,,,,,,"0,01666666667",0,"-0,01666666667","-0,05","-0,06666666667",
121,"1,03",0,"0,520661157",0,"0,4380165289",0,"0,3553719008",0,"0,2479338843",0,"0,1900826446",0,"0,07438016529",0,"0,03305785124",0,0,0,"0,4166666667","0,4958847037",1,,,,,,,,0,"-0,01666666667","-0,01666666667","-0,08333333333","-0,06666666667",
122,"1,02",0,"0,5163934426",0,"0,4344262295",0,"0,3524590164",0,"0,2459016393",0,"0,1885245902",0,"0,0737704918",0,"0,03278688525",0,0,0,"0,4166666667","0,4958847037",0,,"0,93963298",,"-0,0003002393862","-0,000004479082684","0,2288625751","0,0003258280758",0,"-0,01666666667","-0,01666666667","-0,08333333333","-0,08333333333",
123,"30,51",0,"0,512195122",0,"0,4308943089",0,"0,3495934959",0,"0,243902439",0,"0,1869918699",0,"0,07317073171",0,"0,0325203252",0,0,0,"0,4166666667","0,4958847037",0,,"0,939987416","0,0003544359589","0,03739692716","0,0005554062528","0,2629478058","0,0003809006148","0,01666666667","-0,01666666667","-0,03333333333","-0,06666666667","-0,08333333333",
