t,Entrada,Converte_5,Media_Atual_5,Converte_6,Media_Atual_6,Converte_7,Media_Atual_7,Converte_8,Media_Atual_8,Converte_9,Media_Atual_9,Converte_A,Media_Atual_A,Converte_B,Media_Atual_B,Converte_C,Media_Atual_C,Media_2,Media,,PEARSON,DIFF_PEARSON,,,,,RATING1,RATING2,RATING3,,,
16,"2,59",1,"0,375",1,"0,3125",1,"0,1875",1,"0,125",0,"0,0625",0,0,0,0,0,0,1,,,,,,,,,,,,,,
17,"17,72",1,"0,4117647059",1,"0,3529411765",0,"0,1764705882",0,"0,1176470588",0,"0,05882352941",0,0,0,0,0,0,1,,,,,,,,,,,,,,
18,"1,6",1,"0,4444444444",1,"0,3888888889",1,"0,2222222222",1,"0,1666666667",1,"0,1111111111",1,"0,05555555556",0,0,0,0,1,,,,,,,,,,,,,,
19,"4,95",0,"0,4210526316",0,"0,3684210526",0,"0,2105263158",0,"0,1578947368",0,"0,1052631579",0,"0,05263157895",0,0,0,0,0,,,,,,,,,,,,,,
20,"47,71",1,"0,45",1,"0,4",1,"0,25",1,"0,2",0,"0,1",0,"0,05",0,0,0,0,1,,,,,,,,,,,,,,
21,"1,27",1,"0,4761904762",1,"0,4285714286",1,"0,2857142857",1,"0,2380952381",1,"0,1428571429",1,"0,09523809524",1,"0,04761904762",0,0,1,,,,,,,,,,,,,,
22,"13,51",0,"0,4545454545",0,"0,4090909091",0,"0,2727272727",0,"0,2272727273",0,"0,1363636364",0,"0,09090909091",0,"0,04545454545",0,0,0,,,,,,,,,,,,,,
23,"13,12",1,"0,4782608696",1,"0,4347826087",1,"0,3043478261",1,"0,2608695652",1,"0,1739130435",1,"0,1304347826",0,"0,04347826087",0,0,1,,,,,,,,,,,,,,
24,"1,13",1,"0,5",1,"0,4583333333",1,"0,3333333333",1,"0,2916666667",1,"0,2083333333",1,"0,1666666667",0,"0,04166666667",0,0,1,,,,,,,,,,,,,,
25,"1,48",0,"0,48",0,"0,44",0,"0,32",0,"0,28",0,"0,2",0,"0,16",0,"0,04",0,0,0,,,,,,,,,,,,,,
26,"4,28",0,"0,4615384615",0,"0,4230769231",0,"0,3076923077",0,"0,2692307692",0,"0,1923076923",0,"0,1538461538",0,"0,03846153846",0,0,0,,,,,,,,,,,,,,
27,"323,5",1,"0,4814814815",1,"0,4444444444",1,"0,3333333333",1,"0,2962962963",0,"0,1851851852",0,"0,1481481481",0,"0,03703703704",0,0,1,,,,,,,,,,,,,,
28,"1,54",1,"0,5",1,"0,4642857143",1,"0,3571428571",1,"0,3214285714",1,"0,2142857143",1,"0,1785714286",1,"0,07142857143",1,"0,03571428571",1,,,,,,,,,,,,,,
29,"2,24",0,"0,4827586207",0,"0,4482758621",0,"0,3448275862",0,"0,3103448276",0,"0,2068965517",0,"0,1724137931",0,"0,06896551724",0,"0,03448275862",0,,,,,,,,,,,,,,
30,"2,18",1,"0,5",1,"0,4666666667",0,"0,3333333333",0,"0,3",0,"0,2",0,"0,1666666667",0,"0,06666666667",0,"0,03333333333",1,,,,,,,,,,,,,,
31,"1,32",1,"0,5161290323",1,"0,4838709677",0,"0,3225806452",0,"0,2903225806",0,"0,1935483871",0,"0,1612903226",0,"0,06451612903",0,"0,03225806452",1,,,,,,,,,,,,,,
32,"17,18",0,"0,5",0,"0,46875",0,"0,3125",0,"0,28125",0,"0,1875",0,"0,15625",0,"0,0625",0,"0,03125",0,,,,,,,,,,,,,,
33,"1,18",1,"0,5151515152",1,"0,4848484848",1,"0,3333333333",1,"0,303030303",1,"0,2121212121",1,"0,1818181818",0,"0,06060606061",0,"0,0303030303",1,,,,,,,,,,,,,,
34,"6,62",0,"0,5",0,"0,4705882353",0,"0,3235294118",0,"0,2941176471",0,"0,2058823529",0,"0,1764705882",0,"0,05882352941",0,"0,02941176471",0,,,,,,,,,,,,,,
35,"1,76",1,"0,5142857143",1,"0,4857142857",1,"0,3428571429",1,"0,3142857143",1,"0,2285714286",0,"0,1714285714",0,"0,05714285714",0,"0,02857142857",1,,,,,,,,,,,,,,
36,"2,22",1,"0,5277777778",0,"0,4722222222",0,"0,3333333333",0,"0,3055555556",0,"0,2222222222",0,"0,1666666667",0,"0,05555555556",0,"0,02777777778",0,,,,,,,,,,,,,,
37,"1,79",1,"0,5405405405",1,"0,4864864865",0,"0,3243243243",0,"0,2972972973",0,"0,2162162162",0,"0,1621621622",0,"0,05405405405",0,"0,02702702703",1,,,,,,,,,,,,,,
38,"1,01",1,"0,5526315789",0,"0,4736842105",0,"0,3157894737",0,"0,2894736842",0,"0,2105263158",0,"0,1578947368",0,"0,05263157895",0,"0,02631578947",0,,,,,,,,,,,,,,
39,"1,27",0,"0,5384615385",0,"0,4615384615",0,"0,3076923077",0,"0,2820512821",0,"0,2051282051",0,"0,1538461538",0,"0,05128205128",0,"0,02564102564",0,,,,,,,,,,,,,,
40,"2,51",0,"0,525",0,"0,45",0,"0,3",0,"0,275",0,"0,2",0,"0,15",0,"0,05",0,"0,025",0,,,,,,,,,,,,,,
41,"14,71",1,"0,5365853659",1,"0,4634146341",0,"0,2926829268",0,"0,2682926829",0,"0,1951219512",0,"0,1463414634",0,"0,0487804878",0,"0,0243902439",1,,,,,,,,,,,,,,
42,"11,08",1,"0,5476190476",1,"0,4761904762",1,"0,3095238095",1,"0,2857142857",1,"0,2142857143",1,"0,1666666667",0,"0,04761904762",0,"0,02380952381",1,,,,,,,,,,,,,,
43,"143,28",1,"0,5581395349",1,"0,488372093",1,"0,3255813953",1,"0,3023255814",1,"0,2325581395",1,"0,1860465116",0,"0,04651162791",0,"0,02325581395",1,,,,,,,,,,,,,,
44,"2,92",1,"0,5681818182",1,"0,5",1,"0,3409090909",1,"0,3181818182",1,"0,25",1,"0,2045454545",1,"0,06818181818",1,"0,04545454545",1,,,,,,,,,,,,,,
45,"4,95",1,"0,5777777778",1,"0,5111111111",1,"0,3555555556",0,"0,3111111111",0,"0,2444444444",0,"0,2",0,"0,06666666667",0,"0,04444444444",1,,,,,,,,,,,,,,
46,"1,05",1,"0,5869565217",1,"0,5217391304",1,"0,3695652174",1,"0,3260869565",0,"0,2391304348",0,"0,1956521739",0,"0,0652173913",0,"0,04347826087",1,,,,,,,,,,,,,,
47,"2,62",0,"0,5744680851",0,"0,5106382979",0,"0,3617021277",0,"0,3191489362",0,"0,2340425532",0,"0,1914893617",0,"0,06382978723",0,"0,04255319149",0,,,,,,,,,,,,,,
48,"2,18",1,"0,5833333333",1,"0,5208333333",0,"0,3541666667",0,"0,3125",0,"0,2291666667",0,"0,1875",0,"0,0625",0,"0,04166666667",1,,,,,,,,,,,,,,
49,"2,52",1,"0,5918367347",1,"0,5306122449",0,"0,3469387755",0,"0,306122449",0,"0,2244897959",0,"0,1836734694",0,"0,0612244898",0,"0,04081632653",1,,,,,,,,,,,,,,
50,"1,81",1,"0,6",1,"0,54",0,"0,34",0,"0,3",0,"0,22",0,"0,18",0,"0,06",0,"0,04",1,,,,,,,,,,,,,,
51,"36,02",1,"0,6078431373",0,"0,5294117647",0,"0,3333333333",0,"0,2941176471",0,"0,2156862745",0,"0,1764705882",0,"0,05882352941",0,"0,03921568627",0,,,,,,,,,,,,,,
52,"1,14",1,"0,6153846154",1,"0,5384615385",1,"0,3461538462",1,"0,3076923077",1,"0,2307692308",1,"0,1923076923",1,"0,07692307692",0,"0,03846153846",1,,,,,,,,,,,,,,
53,"1,23",0,"0,6037735849",0,"0,5283018868",0,"0,3396226415",0,"0,3018867925",0,"0,2264150943",0,"0,1886792453",0,"0,07547169811",0,"0,03773584906",0,,,,,,,,,,,,,,
54,"1,23",0,"0,5925925926",0,"0,5185185185",0,"0,3333333333",0,"0,2962962963",0,"0,2222222222",0,"0,1851851852",0,"0,07407407407",0,"0,03703703704",0,,,,,,,,,,,,,,
55,"5,54",0,"0,5818181818",0,"0,5090909091",0,"0,3272727273",0,"0,2909090909",0,"0,2181818182",0,"0,1818181818",0,"0,07272727273",0,"0,03636363636",0,,,,,,,,,,,,,,
56,"92,36",1,"0,5892857143",1,"0,5178571429",1,"0,3392857143",1,"0,3035714286",0,"0,2142857143",0,"0,1785714286",0,"0,07142857143",0,"0,03571428571",1,,,,,,,,,,,,,,
57,"3,97",1,"0,5964912281",1,"0,5263157895",1,"0,350877193",1,"0,3157894737",1,"0,2280701754",1,"0,1929824561",1,"0,08771929825",1,"0,05263157895",1,,,,,,,,,,,,,,
58,"1,72",1,"0,6034482759",1,"0,5344827586",1,"0,3620689655",1,"0,3275862069",0,"0,224137931",0,"0,1896551724",0,"0,08620689655",0,"0,05172413793",1,,,,,,,,,,,,,,
59,5,0,"0,593220339",0,"0,5254237288",0,"0,3559322034",0,"0,3220338983",0,"0,2203389831",0,"0,186440678",0,"0,08474576271",0,"0,05084745763",0,,,,,,,,,,,,,,
60,"1,73",1,"0,6",1,"0,5333333333",1,"0,3666666667",1,"0,3333333333",0,"0,2166666667",0,"0,1833333333",0,"0,08333333333",0,"0,05",1,,,,,,,,,,,,,,
61,"21,36",0,"0,5901639344",0,"0,5245901639",0,"0,3606557377",0,"0,3278688525",0,"0,2131147541",0,"0,1803278689",0,"0,08196721311",0,"0,04918032787",0,"0,5333333333","0,5035393853",,,,,,,,,,,,
62,"2,63",1,"0,5967741935",1,"0,5322580645",1,"0,3709677419",1,"0,3387096774",1,"0,2258064516",1,"0,1935483871",1,"0,09677419355",0,"0,04838709677",1,"0,5166666667","0,5035393853",,,,,,,,,,,,
63,"1,09",1,"0,6031746032",1,"0,5396825397",0,"0,3650793651",0,"0,3333333333",0,"0,2222222222",0,"0,1904761905",0,"0,09523809524",0,"0,04761904762",1,"0,5333333333","0,5024529992",,,,,,,,,,,,
64,"1,35",0,"0,59375",0,"0,53125",0,"0,359375",0,"0,328125",0,"0,21875",0,"0,1875",0,"0,09375",0,"0,046875",0,"0,55","0,5024529992",,,,,,,,,,,,
65,"1,48",0,"0,5846153846",0,"0,5230769231",0,"0,3538461538",0,"0,3230769231",0,"0,2153846154",0,"0,1846153846",0,"0,09230769231",0,"0,04615384615",0,"0,55","0,5024529992",,,,,,,,,,,,
66,1,0,"0,5757575758",0,"0,5151515152",0,"0,3484848485",0,"0,3181818182",0,"0,2121212121",0,"0,1818181818",0,"0,09090909091",0,"0,04545454545",0,"0,5333333333","0,5035393853",,,,,,,,,,,,
67,"2,58",0,"0,5671641791",0,"0,5074626866",0,"0,3432835821",0,"0,3134328358",0,"0,2089552239",0,"0,1791044776",0,"0,08955223881",0,"0,0447761194",0,"0,5166666667","0,5040817004",,,,,,,"-0,01666666667",,,,,
68,"1,43",1,"0,5735294118",1,"0,5147058824",0,"0,3382352941",0,"0,3088235294",0,"0,2058823529",0,"0,1764705882",0,"0,08823529412",0,"0,04411764706",1,"0,5166666667","0,5035393853",,,,,,,0,,,,,
69,"1,63",0,"0,5652173913",0,"0,5072463768",0,"0,3333333333",0,"0,3043478261",0,"0,2028985507",0,"0,1739130435",0,"0,08695652174",0,"0,04347826087",0,"0,5333333333","0,5035393853",,,,,,,0,,,,,
70,"2,83",0,"0,5571428571",0,"0,5",0,"0,3285714286",0,"0,3",0,"0,2",0,"0,1714285714",0,"0,08571428571",0,"0,04285714286",0,"0,5333333333","0,5035393853",,,,,,,"-0,01666666667",,,,,
71,"1,79",1,"0,5633802817",1,"0,5070422535",1,"0,338028169",0,"0,2957746479",0,"0,1971830986",0,"0,1690140845",0,"0,08450704225",0,"0,04225352113",1,"0,5333333333","0,5024529992",,,,,,,"-0,01666666667",,,,,
72,"1,73",1,"0,5694444444",0,"0,5",0,"0,3333333333",0,"0,2916666667",0,"0,1944444444",0,"0,1666666667",0,"0,08333333333",0,"0,04166666667",0,"0,55","0,5024529992",,,,,,,"0,01666666667",,,,,
73,"1,93",0,"0,5616438356",0,"0,4931506849",0,"0,3287671233",0,"0,2876712329",0,"0,1917808219",0,"0,1643835616",0,"0,08219178082",0,"0,04109589041",0,"0,55","0,5024529992",,,,,,,"0,03333333333","0,01666666667",,,,
74,"1,13",1,"0,5675675676",0,"0,4864864865",0,"0,3243243243",0,"0,2837837838",0,"0,1891891892",0,"0,1621621622",0,"0,08108108108",0,"0,04054054054",0,"0,5333333333","0,5035393853",,,,,,,"0,01666666667","0,01666666667",,,,
75,"2,43",0,"0,56",0,"0,48",0,"0,32",0,"0,28",0,"0,1866666667",0,"0,16",0,"0,08",0,"0,04",0,"0,5333333333","0,5035393853",,,,,,,0,0,,,,
76,"3,5",1,"0,5657894737",1,"0,4868421053",0,"0,3157894737",0,"0,2763157895",0,"0,1842105263",0,"0,1578947368",0,"0,07894736842",0,"0,03947368421",1,"0,5333333333","0,5024529992",,,,,,,0,"-0,01666666667",,,,
77,"5,9",1,"0,5714285714",1,"0,4935064935",1,"0,3246753247",0,"0,2727272727",0,"0,1818181818",0,"0,1558441558",0,"0,07792207792",0,"0,03896103896",1,"0,5333333333","0,5024529992",,,,,,,0,"-0,01666666667",,,,
78,1,1,"0,5769230769",1,"0,5",1,"0,3333333333",1,"0,2820512821",1,"0,1923076923",0,"0,1538461538",0,"0,07692307692",0,"0,03846153846",1,"0,5333333333","0,5024529992",,,,,,,"-0,01666666667",0,,,,
79,"2,56",0,"0,5696202532",0,"0,4936708861",0,"0,3291139241",0,"0,2784810127",0,"0,1898734177",0,"0,1518987342",0,"0,07594936709",0,"0,03797468354",0,"0,5333333333","0,5035393853",,,,,,,"-0,01666666667","0,01666666667",,,,
80,"150,48",1,"0,575",1,"0,5",0,"0,325",0,"0,275",0,"0,1875",0,"0,15",0,"0,075",0,"0,0375",1,"0,5333333333","0,5024529992",,,,,,,0,"0,01666666667",,,,
81,"1,14",1,"0,5802469136",1,"0,5061728395",1,"0,3333333333",1,"0,2839506173",1,"0,1975308642",1,"0,1604938272",1,"0,08641975309",1,"0,04938271605",1,"0,5333333333","0,5024529992",,,,,,,0,0,,,,
82,"1,18",0,"0,5731707317",0,"0,5",0,"0,3292682927",0,"0,2804878049",0,"0,1951219512",0,"0,1585365854",0,"0,08536585366",0,"0,0487804878",0,"0,5333333333","0,5035393853",,,,,,,0,0,,,,
83,"1,16",0,"0,5662650602",0,"0,4939759036",0,"0,3253012048",0,"0,2771084337",0,"0,1927710843",0,"0,156626506",0,"0,0843373494",0,"0,04819277108",0,"0,5333333333","0,5035393853",,,,,,,0,0,,,,
84,"1,19",0,"0,5595238095",0,"0,4880952381",0,"0,3214285714",0,"0,2738095238",0,"0,1904761905",0,"0,1547619048",0,"0,08333333333",0,"0,04761904762",0,"0,5166666667","0,5040817004",,,,,,,"-0,01666666667","-0,03333333333","0,5166666667",,,
85,"61,92",0,"0,5529411765",0,"0,4823529412",0,"0,3176470588",0,"0,2705882353",0,"0,1882352941",0,"0,1529411765",0,"0,08235294118",0,"0,04705882353",0,"0,5","0,5040817004",,,,,,,"-0,03333333333","-0,05","-0,03333333333",,,
86,"1894,48",1,"0,5581395349",1,"0,488372093",1,"0,3255813953",1,"0,2790697674",1,"0,1976744186",1,"0,1627906977",1,"0,09302325581",1,"0,05813953488",1,"0,5","0,5040817004",,,,,,,"-0,03333333333","-0,03333333333","-0,01666666667",,,
87,"1,4",1,"0,5632183908",1,"0,4942528736",1,"0,3333333333",1,"0,2873563218",1,"0,2068965517",1,"0,1724137931",1,"0,1034482759",1,"0,06896551724",1,"0,5166666667","0,5035393853",,,,,,,"-0,01666666667","-0,01666666667","-0,01666666667",,,
88,"5,52",0,"0,5568181818",0,"0,4886363636",0,"0,3295454545",0,"0,2840909091",0,"0,2045454545",0,"0,1704545455",0,"0,1022727273",0,"0,06818181818",0,"0,5166666667","0,5040817004",,,,,,,"-0,01666666667","-0,01666666667","-0,03333333333",,,
89,"6,53",1,"0,5617977528",1,"0,4943820225",1,"0,3370786517",1,"0,2921348315",0,"0,202247191",0,"0,1685393258",0,"0,1011235955",0,"0,06741573034",1,"0,5","0,5040817004",,,,,,,"-0,03333333333","-0,03333333333","-0,05",,,
90,"1,36",1,"0,5666666667",1,"0,5",1,"0,3444444444",1,"0,3",1,"0,2111111111",0,"0,1666666667",0,"0,1",0,"0,06666666667",1,"0,5166666667","0,5035393853",,,,,,,0,"-0,01666666667","-0,01666666667",,,
91,"118,24",0,"0,5604395604",0,"0,4945054945",0,"0,3406593407",0,"0,2967032967",0,"0,2087912088",0,"0,1648351648",0,"0,0989010989",0,"0,06593406593",0,"0,5166666667","0,5040817004",,,,,,,"0,01666666667","-0,01666666667",0,,,
92,"1,5",1,"0,5652173913",1,"0,5",1,"0,347826087",1,"0,3043478261",1,"0,2173913043",1,"0,1739130435",1,"0,1086956522",1,"0,07608695652",1,"0,5","0,5040817004",,,,,,,0,"-0,03333333333","-0,01666666667",,,
93,"2,55",0,"0,5591397849",0,"0,4946236559",0,"0,3440860215",0,"0,3010752688",0,"0,2150537634",0,"0,1720430108",0,"0,1075268817",0,"0,0752688172",0,"0,5166666667","0,5040817004",,,,,,,0,"-0,01666666667","-0,01666666667",,,
94,"1,52",1,"0,5638297872",1,"0,5",0,"0,3404255319",0,"0,2978723404",0,"0,2127659574",0,"0,170212766",0,"0,1063829787",0,"0,07446808511",1,"0,5","0,5040817004",,,,,,,"-0,01666666667","-0,03333333333","-0,03333333333",,,
95,"3,52",0,"0,5578947368",0,"0,4947368421",0,"0,3368421053",0,"0,2947368421",0,"0,2105263158",0,"0,1684210526",0,"0,1052631579",0,"0,07368421053",0,"0,5166666667","0,5040817004",,,,,,,"0,01666666667","-0,01666666667","-0,01666666667",,,
96,"1,17",1,"0,5625",1,"0,5",1,"0,34375",0,"0,2916666667",0,"0,2083333333",0,"0,1666666667",0,"0,1041666667",0,"0,07291666667",1,"0,5","0,5040817004",,,,,,,"-0,01666666667","-0,01666666667","-0,05","0,5",,
97,"1,78",0,"0,5567010309",0,"0,4948453608",0,"0,3402061856",0,"0,2886597938",0,"0,206185567",0,"0,1649484536",0,"0,1030927835",0,"0,07216494845",0,"0,5166666667","0,5040817004",,,,,,,0,"0,01666666667","-0,03333333333","-0,01666666667",,
98,"1,53",1,"0,5612244898",0,"0,4897959184",0,"0,3367346939",0,"0,2857142857",0,"0,2040816327",0,"0,1632653061",0,"0,1020408163",0,"0,07142857143",0,"0,5","0,5040817004",,,,,,,0,0,"-0,03333333333","-0,01666666667",,
99,"5,32",0,"0,5555555556",0,"0,4848484848",0,"0,3333333333",0,"0,2828282828",0,"0,202020202",0,"0,1616161616",0,"0,101010101",0,"0,07070707071",0,"0,5","0,5040817004",,,,,,,"-0,01666666667","-0,01666666667","-0,03333333333","-0,03333333333",,
100,"1,64",1,"0,56",1,"0,49",1,"0,34",1,"0,29",0,"0,2",0,"0,16",0,"0,1",0,"0,07",1,"0,5","0,5040817004",,,,,,,0,"-0,01666666667","-0,03333333333","-0,05",,
101,"1,99",0,"0,5544554455",0,"0,4851485149",0,"0,3366336634",0,"0,2871287129",0,"0,198019802",0,"0,1584158416",0,"0,09900990099",0,"0,06930693069",0,"0,5166666667","0,5040817004",,,,,,,0,"0,01666666667","-0,01666666667","-0,03333333333",,
102,"1,47",1,"0,5588235294",0,"0,4803921569",0,"0,3333333333",0,"0,2843137255",0,"0,1960784314",0,"0,1568627451",0,"0,09803921569",0,"0,06862745098",0,"0,5","0,5040817004",,,,,,,0,"-0,01666666667","-0,03333333333","-0,03333333333",,
103,"6,07",0,"0,5533980583",0,"0,4757281553",0,"0,3300970874",0,"0,2815533981",0,"0,1941747573",0,"0,1553398058",0,"0,09708737864",0,"0,06796116505",0,"0,4833333333","0,5035393853",,,,,,,"-0,03333333333","-0,03333333333","-0,05","-0,03333333333",,
104,"3,32",1,"0,5576923077",1,"0,4807692308",1,"0,3365384615",1,"0,2884615385",1,"0,2019230769",0,"0,1538461538",0,"0,09615384615",0,"0,06730769231",1,"0,4666666667","0,5035393853",,,,,,,"-0,03333333333","-0,03333333333","-0,06666666667","-0,05",,
105,"1,27",1,"0,5619047619",1,"0,4857142857",1,"0,3428571429",0,"0,2857142857",0,"0,2",0,"0,1523809524",0,"0,09523809524",0,"0,06666666667",1,"0,4666666667","0,5035393853",,,,,,,"-0,03333333333","-0,05","-0,06666666667","-0,06666666667",,
106,"2,62",0,"0,5566037736",0,"0,4811320755",0,"0,3396226415",0,"0,2830188679",0,"0,1981132075",0,"0,1509433962",0,"0,09433962264",0,"0,06603773585",0,"0,4666666667","0,5024529992",,,,,,,"-0,03333333333","-0,03333333333","-0,06666666667","-0,06666666667",,
107,"4,13",1,"0,5607476636",1,"0,4859813084",0,"0,3364485981",0,"0,2803738318",0,"0,1962616822",0,"0,1495327103",0,"0,09345794393",0,"0,06542056075",1,"0,45","0,5024529992",,,,,,,"-0,06666666667","-0,06666666667","-0,08333333333","-0,08333333333",,
108,"15,27",1,"0,5648148148",1,"0,4907407407",1,"0,3425925926",1,"0,287037037",0,"0,1944444444",0,"0,1481481481",0,"0,09259259259",0,"0,06481481481",1,"0,4666666667","0,5035393853",,,,,,,"-0,03333333333","-0,03333333333","-0,05","-0,08333333333",,
109,"5,36",1,"0,5688073394",1,"0,495412844",1,"0,3486238532",1,"0,2935779817",1,"0,2018348624",1,"0,1559633028",0,"0,09174311927",0,"0,06422018349",1,"0,4666666667","0,5035393853",,,,,,,"-0,01666666667","-0,05","-0,03333333333","-0,08333333333",,
110,"1,57",1,"0,5727272727",1,"0,5",1,"0,3545454545",1,"0,3",0,"0,2",0,"0,1545454545",0,"0,09090909091",0,"0,06363636364",1,"0,4666666667","0,5035393853",,,,,,,0,"-0,03333333333","-0,03333333333","-0,06666666667",,
111,"1,57",0,"0,5675675676",0,"0,4954954955",0,"0,3513513514",0,"0,2972972973",0,"0,1981981982",0,"0,1531531532",0,"0,09009009009",0,"0,06306306306",0,"0,4666666667","0,5024529992",,,,,,,0,"-0,03333333333","-0,05","-0,06666666667",,
112,"2,23",0,"0,5625",0,"0,4910714286",0,"0,3482142857",0,"0,2946428571",0,"0,1964285714",0,"0,1517857143",0,"0,08928571429",0,"0,0625",0,"0,4666666667","0,5024529992",,,,,,,0,"-0,03333333333","-0,05","-0,06666666667",,
113,"1,15",1,"0,5663716814",1,"0,4955752212",0,"0,3451327434",0,"0,2920353982",0,"0,1946902655",0,"0,1504424779",0,"0,08849557522",0,"0,06194690265",1,"0,45","0,5024529992",,,,,,,0,"-0,06666666667","-0,05","-0,08333333333",,
114,"5,8",0,"0,5614035088",0,"0,4912280702",0,"0,3421052632",0,"0,2894736842",0,"0,1929824561",0,"0,149122807",0,"0,08771929825",0,"0,06140350877",0,"0,4666666667","0,5024529992",,,,,,,0,"-0,03333333333","-0,05","-0,06666666667",,
115,"30,94",1,"0,5652173913",1,"0,4956521739",1,"0,347826087",1,"0,2956521739",0,"0,1913043478",0,"0,147826087",0,"0,08695652174",0,"0,06086956522",1,"0,4666666667","0,5035393853",,,,,,,0,"-0,01666666667","-0,05","-0,06666666667",,
116,"1,09",1,"0,5689655172",1,"0,5",1,"0,3534482759",1,"0,3017241379",1,"0,1982758621",1,"0,1551724138",1,"0,09482758621",0,"0,06034482759",1,"0,4833333333","0,5040817004",,,,,,,"0,01666666667","0,01666666667","-0,01666666667","-0,05",,
117,"2,18",0,"0,5641025641",0,"0,4957264957",0,"0,3504273504",0,"0,2991452991",0,"0,1965811966",0,"0,1538461538",0,"0,09401709402",0,"0,05982905983",0,"0,4833333333","0,5035393853",,,,,,,"0,01666666667","0,01666666667","-0,03333333333","-0,05",,
118,"2,42",1,"0,5677966102",1,"0,5",0,"0,3474576271",0,"0,2966101695",0,"0,1949152542",0,"0,1525423729",0,"0,09322033898",0,"0,0593220339",1,"0,4666666667","0,5035393853",,,,,,,0,0,"-0,03333333333","-0,06666666667","0,4666666667",
119,"1,82",1,"0,5714285714",1,"0,5042016807",0,"0,3445378151",0,"0,2941176471",0,"0,1932773109",0,"0,1512605042",0,"0,09243697479",0,"0,05882352941",1,"0,4666666667","0,5035393853",,,,,,,"0,01666666667","0,01666666667","-0,05","-0,06666666667","-0,06666666667",
120,"6,47",1,"0,575",0,"0,5",0,"0,3416666667",0,"0,2916666667",0,"0,1916666667",0,"0,15",0,"0,09166666667",0,"0,05833333333",0,"0,4833333333","0,5035393853",                                                    ,,,,,,"0,01666666667","0,01666666667","-0,01666666667","-0,03333333333","-0,03333333333",
121,"5,55",1,"0,5785123967",1,"0,5041322314",1,"0,347107438",1,"0,2975206612",1,"0,1983471074",0,"0,1487603306",0,"0,09090909091",0,"0,05785123967",1,"0,4666666667","0,5035393853",,,,,,,0,0,"-0,05","-0,03333333333","-0,06666666667",
122,"1,08",1,"0,5819672131",1,"0,5081967213",1,"0,3524590164",1,"0,3032786885",0,"0,1967213115",0,"0,1475409836",0,"0,09016393443",0,"0,05737704918",1,"0,4833333333","0,5040817004","-0,1147359059",,"-0,3138299609","-0,004470124518","-0,08659094249","-0,00002770984832",0,"0,01666666667","-0,01666666667","-0,01666666667","-0,06666666667",
123,"1,36",0,"0,5772357724",0,"0,5040650407",0,"0,3495934959",0,"0,3008130081",0,"0,1951219512",0,"0,1463414634",0,"0,08943089431",0,"0,05691056911",0,"0,4833333333","0,5035393853","-0,1181328053","-0,003396899462","-0,3088532323","-0,004407417361","-0,0930923131","-0,00002975829312",0,"0,01666666667","-0,01666666667","-0,03333333333","-0,06666666667",
